"Account: Account Name","Location Name","Location Type","Product Item Number","Product Code","Product Description","Quantity On Hand","Product Price","Actual Quantity On-Hand","Last Modified Date"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1513182","A176007","Motor Housing_Gloss White_Studio Nexus_GV5","0.00","0","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1513187","A163919","Bottom Cover_Copper Matte_Studio Nexus_GV5","0.00","0","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1513192","A194519","Blade_120mm_Gloss White_Studio_GV5","0.00","0","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1513197","SA0114","Canopy Complete Set Studio Earth Brown (Telescopic Canopy)","0.00","0","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1513202","SA0115","Canopy Complete Set Studio Marble White (Telescopic Canopy)","0.00","0","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1513207","SA0116","Canopy Complete Set Studio Sand Grey (Telescopic Canopy)","0.00","0","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1513212","SA0117","Canopy Complete Set Studio Aegean Blue (Telescopic Canopy)","0.00","0","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1513217","SA0118","Canopy Complete Set Studio M.Night M Blk (Telescopic Canopy)","0.00","0","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1513222","SA0119","Canopy Complete Set Studio Pearl Wht (Telescopic Canopy)","0.00","0","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1513227","A009101","Light Guide_Inner Ring_Aris_GV5","0.00","0","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1513232","EA19501","Updated_Main Power PCB_Aris Contour_GV5","30.00","0","20.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1575778","A197802","Base Assembly_Black_Renesa Table Fan_TPW","1.00","342","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1575783","A101601","Hex Nut_Renesa Table Fan_TPW","1.00","207","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1575788","A179802","Neck Base(New)_Black_Renesa Table/Renesa Pedestal Fan_TPW","0.00","207","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1575793","A200202","Bottom Rod_Black_Renesa Table Fan_TPW","0.00","207","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1575798","A178601","Power PCB Plate_TPW","0.00","207","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1575803","A176302","Sync Motor(Minzhuo 2.5 RPM)_TPW","18.00","266","8.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1575808","A178402","Rear Cover(PP)_Black_Renesa Wall/Pedestal/Table_TPW","0.00","266","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1575813","A178302","Face Plate(PP)_Black_Renesa Wall/Pedestal/Table_TPW","0.00","207","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1575818","A178502","Triangular Nut(PP)_Black_Renesa Wall/Pedestal/Table_TPW","0.00","207","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1575823","A428701","BLDC Motor Assembly (New)_Renesa Pedestal/Wall/Table Fan_TPW","9.00","1475","2.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1589610","A244901","Stator_1230mm_Erica Meta/Artesta/Viso_GV5","0.00","0","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1589615","A224601","Stator_900mm_Aris Starlight_GV5","0.00","0","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1589620","A097608","Bottom Cover_Gloss White_Erica Meta_GV5","0.00","0","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1589625","A097607","Bottom Cover_Mid Black_Erica Meta_GV5","0.00","0","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1589630","A097610","Bottom Cover_Blaze Brown_Erica Meta_GV5","0.00","0","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1589635","A097609","Bottom Cover_SS Ivory_Erica Meta_GV5","0.00","0","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1589640","A097702","Bottom Cover Assly_Gloss White_Efficio Prime/Azor_GV5","0.00","0","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1589645","A097701","Bottom Cover Assly_Mid Black_Efficio Prime/Azor_GV5","0.00","0","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1589650","A097703","Bottom Cover Assly_SS Ivory_Efficio Prime/Azor_GV5","0.00","0","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1589655","A097706","Bottom Cover Assly_Blaze Brown_Efficio Prime/Azor_GV5","0.00","0","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1600736","A228901","Filter_Assembly_Inline_Sediment","0.00","55","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1600739","A229301","Filter_Assembly_PostCarbon","0.00","49","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1600742","A229501","Filter_Assembly_AntiScalant","0.00","54","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1600745","A229001","Filter_Assembly_PreCarbon","0.00","49","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1600748","A218801","Filter_External_Sediment","8.00","35","8.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1600751","A229401","Filter_Assembly_UltraFiltration","2.00","290","2.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1600754","A220501","Filter_RO Membrane_100GPD","7.00","358","7.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1600757","EA22601","Valve_Solenoid_24DC","5.00","79","5.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1600760","E00000672","Harness_UV_Lamp","0.00","35","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1600763","E00000673","Harness_15Pin_Bus","4.00","95","4.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1600766","E00000674","Harness_14Pin_Bus","4.00","74","4.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1600769","E00000675","Harness_15Pin_PCB","4.00","75","4.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1600772","E00000676","Harness_14Pin_PCB","4.00","75","4.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1600775","EA19201","PCB_Main","1.00","660","1.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1600778","EA23201","Power Cord_2Pin","0.00","51","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1600781","EA22301","SMPS_24V_With UV Ballast","0.00","388","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1600784","A209801","Body Cover_Back_Black","0.00","433","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1600787","A221301","Flow_Restrictor_300","0.00","66","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1600790","A209901","Body Cover_Front_Black","0.00","196","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1600793","A210101","PCB Cover_Black","0.00","47","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1600796","A210201","Display Glass_Tinted_Black","0.00","26","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1600799","A210301","Diffuser_White","0.00","8","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1600802","A226501","Label_LED_Indication","0.00","23","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1600805","A210001","Body Cover_Top_Black","1.00","80","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1600808","EA22401","UV Lamp_4W","0.00","142","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1600811","EA22701","Flow_Sensor","0.00","92","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1600814","A228401","RO Pump_Assembly_100GPD_Diaphragm","0.00","764","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1600817","A222401","Body_Connector_ 1/4"" to 1/4""","0.00","5","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1600820","A222501","L Connector_1/4""","3.00","4","3.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1600823","A221101","Threaded Connector_1/4""","0.00","2","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1600826","A228801","Pre Filter Housing_Assembly_With Sediment","2.00","125","2.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1600829","A222601","T Connector_1/4""","3.00","5","3.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1600832","A222801","L Connector_3/8""","0.00","8","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1600835","A222901","L Connector_3/8"" to 1/4""","0.00","8","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1600838","A223701","Valve_Non Return 1/4""","0.00","41","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1600841","EA25801","Sensor_TDS_Without NTC","1.00","72","1.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1600844","A210901","Body Cover_Back Window_Black","0.00","9","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1600847","A229901","Faucet_Assembly_Tap","2.00","31","2.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1600850","EA22501","Sensor_TDS_With NTC","0.00","85","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1600853","A222301","Diverter Ball Valve_ 3/8""","0.00","98","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1600856","A273101","Housing Assembly_RO_WithoutMembrane","0.00","86","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1600859","A222701","T Connector_Stem Run_1/4""","0.00","4","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1600862","A210701","Coupling_Tank_Bulkhead","0.00","1","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1600865","A210801","Coupling Nut_Tank_Bulkhead","0.00","1","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1600868","A212201","Gasket_Coupling_Tank_Bulkhead","0.00","4","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1600871","A212401","Silicon Tube_Tank to Tap","0.00","28","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1600874","A221901","Coupling_Tank_TDS","0.00","12","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1600877","A212301","Gasket_Coupling_Tank_TDS","0.00","4","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1600880","A230101","Holder_Assembly_TDS","0.00","21","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1600883","A229701","Assembly_UVChamber_With Lamp_4W","0.00","205","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1600886","A234901","Complete_Accessories_Box With Pre Filter","0.00","319","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1600889","A248901","L Connector_Stem Run_1/4""","0.00","3","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1600892","A225101","Cirlip_3/8""","0.00","1","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1600895","A225201","Cirlip_1/4""","0.00","0","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1600898","A227601","Anchor_Nylon_5X50","0.00","1","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1600901","A227701","Anchor_Nylon_5X25","0.00","1","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1600904","A227801","Screw_WallMounting_ST5X50","0.00","4","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1600907","A227901","Screw_WallMounting_ST5X25","0.00","2","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1600910","A226801","Sticker_Template_WallMounting","0.00","1","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1600913","A273001","Pre Filter Housing_Assembly_Without Sediment","2.00","90","2.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1600916","A273701","Complete_Filters_Without RO Membrane","0.00","532","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1600919","A273801","Complete_Filters_With RO Membrane","0.00","890","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1657631","SRA159311","Base Unit_Xiana Mixer_Snow White","0.00","5384","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1657636","SRA159312","Base Unit_Xiana Mixer_Gloss Black","0.00","5384","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1657641","SRA159313","Base Unit_Xiana Mixer_Fiery Red","0.00","5384","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1657646","SRA159314","Base Unit_Xiana Mixer_Seasand Ivory","0.00","5384","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1657651","SRA159315","Base Unit_Xiana Mixer_Peach Blossom","0.00","5384","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1657656","A159316","Universal Motor_Xiana_MG","0.00","3348","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1657661","EA19301","Main PCB with Knob_Xiana MG","1.00","708","1.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1657666","A162701","Knob Assembly_Xiana MG","0.00","207","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1657671","A159319","Blade Assembly_Liquidising Jar_Xiana MG","0.00","1180","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1657676","A159320","Blade Assembly_Wet/Dry Jar_Xiana MG","0.00","1180","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1657681","A159321","Blade Assembly_Chutney Jar_Xiana MG","0.00","1180","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1657686","A159322","Liquidising Jar Assembly_Xiana MG","0.00","1180","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1657691","A159325","Lid Assembly_Liquidising Jar_Xiana MG","0.00","280","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1657696","A159326","Lid Assembly_Wet/Dry Jar_Xiana MG","0.00","280","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1657701","A159327","Lid Assembly_Chutney Jar_Xiana MG","3.00","280","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1657706","A159331","Handle Assembly_Liquidising & Dry Jar_Xiana MG","0.00","413","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1657711","A153302","Lid Gasket_Liquidising Jar_Xiana MG","0.00","280","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1657716","A153202","Lid Gasket_Wet/Dry Jar_Xiana MG","0.00","280","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1657721","A153102","Lid Gasket_Chutney Jar_Xiana_MG","3.00","280","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1700372","A022814","Motor Housing_Earth Brown_600mm_Renesa+_GV5","0.00","0","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1700377","A022815","Motor Housing_Pearl White_600mm_Renesa+_GV5","0.00","0","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1700382","A171129","Blade Aluminium_600mm_Ritz Blue_Renesa Elite_GV5","0.00","0","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1700387","A170502","Motor Housing_Ritz Blue_600mm_Renesa Elite_GV5","0.00","0","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1700392","A194516","Blade Aluminium_1400mm_Ritz Blue_Studio Nexus_GV5","0.00","0","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1700397","A163918","Bottom cover Deco_Black Metallized_Studio Nexus_GV5","0.00","0","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1700402","A194518","Blade Aluminium_1400mm_Dark Walnut_Studio Nexus_GV5","0.00","0","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1700407","A171121","Blade Aluminium_600mm_Earth Brown_Renesa Elite_GV5","0.00","0","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1700412","A238402","Blade Aluminium_600mm_Matt Black_Renesa Halo_GV5","0.00","0","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1700417","A238404","Blade_Aluminium_Misty Teal_600mm_Renesa Smart/Halo_GV5","0.00","0","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1700422","A180906","Deco ring_Silver_Renesa Halo_GV5","0.00","0","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1700427","A238401","Blade_Aluminium_Gloss White_600mm_Renesa Smart/Halo_GV5","3.00","0","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1700432","A238407","Blade_Aluminium_Blaze Brown_600mm_Renesa Smart/Halo_GV5","0.00","0","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1700437","A100812","Motor Housing_Branze Brown_600mm_Renesa Halo_GV5","0.00","0","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1700442","EA24701","Smart PCB Flamingo_ 6 LED Blue PCB_600mm_GV5","23.00","0","23.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1700447","A243305","Blade_Aluminium_Gloss White_1230mm_Erica Meta_GV5","0.00","0","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1700452","A243306","Blade_Aluminium_Matt Black_1230mm_Erica Meta_GV5","0.00","0","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1700457","A243307","Blade_Aluminium_Blanze Brown_1230mm_Erica Meta_GV5","0.00","0","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1700462","A243308","Blade_Aluminium_SS Ivory_1230mm_Erica Meta_GV5","0.00","0","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1700467","EA18201","Updated STM32_PCB_White LED_Efficio _1400mm_GV5","0.00","0","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1700472","A192501","Updated Blade_Emboss_1400mm_Gloss White_Efficio_GV5","0.00","0","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1700477","A192502","Blade_1400mm_Gloss Black_Efficio_GV5","0.00","0","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1700482","A192503","Blade_1400mm_Gloss Brown_Efficio_GV5","0.00","0","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1700487","A192504","Blade_1400mm_SS Ivory_Efficio_GV5","0.00","0","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1700492","EA20901","Updated STM32_PCB_White LED_Efficio _900mm_GV5","0.00","0","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1700497","A192401","Blade_900mm_Gloss White_Efficio_GV5","0.00","0","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1700502","A192402","Blade_900mm_Gloss Black_Efficio_GV5","0.00","0","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1700507","A192403","Blade_900mm_Gloss Brown_Efficio_GV5","0.00","0","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1700512","A192404","Blade_Aluminium_SS Ivory_900mm_Efficio_GV5","0.00","0","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1700517","EA25001","PCB_Regulator_900mm_Efficio_28W_GV5","0.00","0","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1700522","A192004","Downrod_Gloss SS Ivory_CF","0.00","0","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1736959","A163911","Bottom cover Deco_Rose Gold_Erica Artesta_GV5","0.00","0","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1736964","A194517","Blade_Rose Gold_Studio Nexus_GV5","0.00","0","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1736969","A187604","Deco ring_Rose Gold_Erica Artesta_GV5","0.00","0","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1736974","A238301","Blade Renesa Halo 1.4M Gloss White","1.00","0","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1758741","A034303","Light Guide_Renesa Halo_GV5","0.00","0","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1758746","A238302","Blade_1400mm_Matt Black_Renesa Halo_GV5","2.00","0","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1758751","A238304","Blade_1400mm_Misty Teal_Renesa Halo_GV5","0.00","0","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1758756","A238306","Blade_1400mm_Sea Sand Ivory_Renesa Halo_GV5","0.00","0","0.00","21/03/2026"
"ELECTROLYTE SOLUTIONS","ELECTROLYTE SOLUTIONS","Site","PI-1758761","A238307","Blade_1400mm_Blaze Brown_Renesa Halo_GV5","5.00","0","0.00","21/03/2026"
